REGION,PROVINCIA,COMUNA,DISTRITO,COD_DISTRI,COD_LOCALI,COD_ENTIDA,CATEGORIA,PERSONAS,HOMBRES,MUJERES,DE_0_A_5_A,DE_6_A_14_,DE_15_A_64,DE_65_MAS_,INMIGRANTE,PUEBLOS_OR,VIVIENDAS_,VIVIENDAS1,VIV_OCUPAD,TOTAL_VIVI,TOT_HOGARE,CASA,DEPTO,VIV_INDIGE,CONVENTILL,MEDIAGUA,MOVIL,OTRA_VIV_P,VIV_HORMIG,VIV_ALBANI,VIV_TABIQU,VIV_TABI_1,VIV_ADOBE,VIV_PARED_,VIV_TEJAS_,VIV_LOSA_H,VIV_PLANCH,VIV_FONOLI,VIV_PAJA,VIV_TECHO_,VIV_SIN_TE,VIV_PARQUE,VIV_RADIER,VIV_BALDOS,VIV_CAPA_C,VIV_PISO_T,IND_MAT_AC,IND_MAT_RE,IND_MAT_IR,VIV_AGUA_R,VIV_AGUA_P,VIV_AGUA_C,VIV_AGUA_1,x,y
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,36,1,60,28,32,6,7,39,8,Indeterminado,Indeterminado,22,0,20,22,20,22,0,0,0,0,0,0,12,0,8,0,0,0,19,0,0,0,0,0,0,19,0,0,0,0,18,0,0,20,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,37,1,50,19,31,Indeterminado,Indeterminado,36,7,Indeterminado,Indeterminado,16,0,14,16,14,12,0,0,3,1,0,0,0,2,11,1,0,0,2,0,12,0,0,0,0,14,0,0,0,0,13,1,0,14,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,39,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,40,1,21,11,10,Indeterminado,4,15,Indeterminado,0,0,5,0,5,5,5,5,0,0,0,0,0,0,0,0,4,1,0,0,1,0,4,0,0,0,0,5,0,0,0,0,4,1,0,5,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,41,1,25,11,14,Indeterminado,0,13,Indeterminado,Indeterminado,Indeterminado,10,0,10,10,10,9,0,0,0,0,0,1,0,2,7,1,0,0,0,0,10,0,0,0,0,9,0,0,1,0,8,2,0,10,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,3,12,1,71,36,35,6,5,49,11,Indeterminado,15,27,0,21,27,22,25,0,0,0,2,0,0,0,9,6,5,0,1,11,0,10,0,0,0,0,19,0,2,0,0,14,6,1,20,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,3,27,1,13,7,6,0,Indeterminado,9,Indeterminado,0,4,5,0,5,5,5,5,0,0,0,0,0,0,0,1,4,0,0,0,1,0,4,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,3,16,1,47,22,25,Indeterminado,Indeterminado,29,8,0,Indeterminado,14,0,14,14,14,12,0,0,0,2,0,0,1,2,4,7,0,0,0,0,14,0,0,0,0,13,0,0,1,0,7,7,0,14,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,53,1,102,50,52,10,14,58,20,Indeterminado,4,32,0,32,32,32,32,0,0,0,0,0,0,3,7,20,1,0,1,3,0,29,0,0,0,0,26,0,6,0,0,24,7,1,32,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,52,1,25,12,13,4,Indeterminado,15,Indeterminado,Indeterminado,Indeterminado,8,0,7,8,10,8,0,0,0,0,0,0,1,0,2,3,1,0,0,0,7,0,0,0,0,7,0,0,0,0,3,4,0,7,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,42,1,79,40,39,5,4,52,18,Indeterminado,Indeterminado,23,0,23,23,23,23,0,0,0,0,0,0,0,1,22,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,23,0,0,23,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,51,1,53,31,22,Indeterminado,Indeterminado,36,11,Indeterminado,4,17,0,17,17,17,17,0,0,0,0,0,0,0,8,4,2,3,0,3,0,14,0,0,0,0,15,0,1,1,0,11,6,0,16,1,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,50,1,16,9,7,0,0,Indeterminado,Indeterminado,0,Indeterminado,5,0,5,5,5,5,0,0,0,0,0,0,0,1,3,1,0,0,0,0,5,0,0,0,0,4,0,1,0,0,4,1,0,5,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,45,1,70,31,39,5,7,36,22,Indeterminado,Indeterminado,27,0,25,27,25,27,0,0,0,0,0,0,2,1,11,11,0,0,0,0,24,0,0,1,0,21,0,0,1,0,11,10,1,23,0,0,2,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,3,18,1,32,15,17,Indeterminado,5,24,Indeterminado,Indeterminado,0,10,0,10,10,10,10,0,0,0,0,0,0,1,3,6,0,0,0,2,0,8,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,48,1,114,58,56,9,11,81,13,0,12,38,0,35,38,35,36,0,0,0,2,0,0,3,7,22,3,0,0,5,0,30,0,0,0,0,35,0,0,0,0,32,3,0,35,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,6,39,1,90,46,44,9,14,62,5,Indeterminado,4,32,0,29,32,29,32,0,0,0,0,0,0,0,29,0,0,0,0,8,0,20,0,0,1,0,28,0,0,0,0,27,0,1,29,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,6,51,1,62,33,29,10,11,41,0,0,0,22,0,20,22,20,22,0,0,0,0,0,0,1,19,0,0,0,0,4,1,15,0,0,0,0,20,0,0,0,0,20,0,0,20,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,6,60,1,28,13,15,0,Indeterminado,Indeterminado,0,Indeterminado,Indeterminado,10,0,10,10,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,1,9,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,5,33,1,45,17,28,Indeterminado,8,33,Indeterminado,0,5,12,0,12,12,12,12,0,0,0,0,0,0,3,9,0,0,0,0,2,0,10,0,0,0,0,12,0,0,0,0,12,0,0,12,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,7,12,1,220,99,121,16,29,157,18,6,17,73,0,71,73,71,73,0,0,0,0,0,0,9,62,0,0,0,0,66,1,4,0,0,0,0,71,0,0,0,0,71,0,0,71,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,5,34,1,59,29,30,6,8,41,4,0,5,18,0,18,18,20,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,18,0,0,18,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,6,52,1,25,13,12,Indeterminado,Indeterminado,19,0,Indeterminado,0,10,0,10,10,10,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,6,61,1,40,19,21,Indeterminado,Indeterminado,28,7,0,Indeterminado,14,0,13,14,13,14,0,0,0,0,0,0,1,12,0,0,0,0,3,0,10,0,0,0,0,13,0,0,0,0,13,0,0,13,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,6,53,1,30,12,18,Indeterminado,Indeterminado,Indeterminado,Indeterminado,0,Indeterminado,12,0,10,12,10,12,0,0,0,0,0,0,2,8,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,76,1,47,24,23,Indeterminado,Indeterminado,38,Indeterminado,0,Indeterminado,17,0,16,17,16,15,0,0,0,2,0,0,0,0,14,2,0,0,0,0,16,0,0,0,0,16,0,0,0,0,14,2,0,15,1,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,6,54,1,31,14,17,5,Indeterminado,21,Indeterminado,0,0,8,0,8,8,8,8,0,0,0,0,0,0,1,7,0,0,0,0,0,0,8,0,0,0,0,7,0,1,0,0,7,1,0,8,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,5,26,1,72,34,38,6,9,46,11,0,11,26,0,25,26,26,26,0,0,0,0,0,0,0,25,0,0,0,0,18,0,7,0,0,0,0,24,0,1,0,0,24,1,0,25,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,75,1,68,30,38,Indeterminado,Indeterminado,47,14,Indeterminado,0,27,0,25,27,25,27,0,0,0,0,0,0,12,11,2,0,0,0,23,0,2,0,0,0,0,24,0,1,0,0,24,1,0,25,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,5,35,1,44,21,23,Indeterminado,Indeterminado,31,7,0,0,14,0,13,14,13,14,0,0,0,0,0,0,0,12,0,1,0,0,2,0,11,0,0,0,0,12,0,1,0,0,11,2,0,13,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,5,30,1,54,22,32,Indeterminado,Indeterminado,43,6,0,4,18,0,18,18,18,18,0,0,0,0,0,0,1,17,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,18,0,0,18,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,77,1,86,44,42,7,6,58,15,Indeterminado,Indeterminado,25,0,25,25,25,25,0,0,0,0,0,0,0,4,19,1,0,0,1,0,22,0,0,0,0,24,0,0,0,0,22,1,0,17,6,1,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,5,27,1,209,100,109,21,28,150,10,Indeterminado,Indeterminado,65,0,63,65,63,65,0,0,0,0,0,0,5,57,1,0,0,0,48,0,14,0,0,0,0,61,0,1,0,0,61,1,0,62,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,78,1,172,94,78,14,16,120,22,0,9,70,0,61,70,61,64,0,0,1,3,0,2,1,1,50,8,0,1,2,0,58,1,0,0,0,59,2,0,0,0,51,9,1,61,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,5,28,1,133,60,73,8,19,96,10,0,14,45,0,38,45,38,45,0,0,0,0,0,0,5,33,0,0,0,0,38,0,0,0,0,0,0,37,0,0,0,0,37,0,0,38,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,4,74,1,53,22,31,0,14,30,9,0,0,14,0,13,14,13,14,0,0,0,0,0,0,9,4,0,0,0,0,13,0,0,0,0,0,0,13,0,0,0,0,13,0,0,13,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,7,3,1,97,47,50,5,9,70,13,5,5,32,0,30,32,30,32,0,0,0,0,0,0,16,12,2,0,0,0,30,0,0,0,0,0,0,30,0,0,0,0,30,0,0,30,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,7,24,1,253,114,139,30,36,163,24,4,5,86,0,81,86,82,86,0,0,0,0,0,0,9,72,0,0,0,0,80,1,0,0,0,0,0,80,0,0,0,0,80,0,0,81,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,5,29,1,258,110,148,13,42,183,20,Indeterminado,18,80,0,77,80,77,80,0,0,0,0,0,0,21,56,0,0,0,0,77,0,0,0,0,0,0,77,0,0,0,0,77,0,0,77,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,7,4,1,91,42,49,Indeterminado,Indeterminado,65,16,0,5,33,0,30,33,31,33,0,0,0,0,0,0,13,6,11,0,0,0,28,0,2,0,0,0,0,28,0,1,1,0,28,2,0,30,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,5,37,1,62,27,35,Indeterminado,15,40,Indeterminado,6,8,18,0,18,18,18,18,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,0,18,0,0,18,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,2,3,1,276,140,136,22,42,198,14,Indeterminado,17,87,0,81,87,81,85,0,0,0,2,0,0,37,32,11,1,0,0,42,4,35,0,0,0,0,79,0,1,0,0,78,2,0,78,2,1,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,7,5,1,78,41,37,6,4,53,15,Indeterminado,8,28,0,28,28,29,28,0,0,0,0,0,0,15,10,3,0,0,0,27,0,1,0,0,0,0,26,0,1,1,0,26,2,0,28,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,7,13,1,57,33,24,8,Indeterminado,39,Indeterminado,0,4,14,0,14,14,14,14,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,14,0,0,0,0,14,0,0,14,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,2,4,1,63,31,32,Indeterminado,Indeterminado,41,11,Indeterminado,6,21,0,19,21,19,21,0,0,0,0,0,0,7,9,3,0,0,0,18,0,1,0,0,0,0,19,0,0,0,0,19,0,0,19,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,7,6,1,103,57,46,6,6,80,11,Indeterminado,7,32,0,32,32,32,32,0,0,0,0,0,0,18,13,1,0,0,0,31,1,0,0,0,0,0,32,0,0,0,0,32,0,0,32,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,7,21,1,696,323,373,49,105,494,48,13,33,227,0,210,227,210,227,0,0,0,0,0,0,42,167,1,0,0,0,160,0,48,0,0,1,0,205,1,4,0,0,204,4,1,210,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,7,23,1,57,25,32,Indeterminado,11,40,Indeterminado,Indeterminado,0,16,0,16,16,17,16,0,0,0,0,0,0,1,15,0,0,0,0,12,0,3,0,0,1,0,16,0,0,0,0,15,0,1,16,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,2,7,1,58,24,34,Indeterminado,6,45,Indeterminado,Indeterminado,0,17,0,17,17,17,17,0,0,0,0,0,0,14,3,0,0,0,0,17,0,0,0,0,0,0,17,0,0,0,0,17,0,0,17,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,7,7,1,90,44,46,Indeterminado,12,72,Indeterminado,Indeterminado,5,29,0,26,29,26,29,0,0,0,0,0,0,15,8,3,0,0,0,25,0,1,0,0,0,0,26,0,0,0,0,26,0,0,26,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,79,1,27,13,14,Indeterminado,4,19,Indeterminado,Indeterminado,0,8,0,8,8,8,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8,0,0,8,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,80,1,68,31,37,8,Indeterminado,52,Indeterminado,Indeterminado,5,20,0,20,20,20,20,0,0,0,0,0,0,1,19,0,0,0,0,17,0,3,0,0,0,0,20,0,0,0,0,20,0,0,20,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,81,1,88,45,43,10,9,63,6,Indeterminado,5,26,0,25,26,25,26,0,0,0,0,0,0,6,19,0,0,0,0,4,0,19,0,0,0,0,25,0,0,0,0,23,0,0,25,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,7,10,1,75,35,40,6,13,48,8,Indeterminado,0,29,0,25,29,25,29,0,0,0,0,0,0,2,23,0,0,0,0,24,0,1,0,0,0,0,25,0,0,0,0,25,0,0,25,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,2,8,1,41,23,18,Indeterminado,Indeterminado,34,4,0,Indeterminado,15,0,14,15,14,15,0,0,0,0,0,0,5,9,0,0,0,0,13,0,1,0,0,0,0,14,0,0,0,0,14,0,0,14,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,7,11,1,49,25,24,0,Indeterminado,38,Indeterminado,Indeterminado,Indeterminado,20,0,18,20,18,20,0,0,0,0,0,0,0,18,0,0,0,0,17,0,1,0,0,0,0,18,0,0,0,0,18,0,0,18,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,82,1,115,48,67,21,14,76,4,Indeterminado,Indeterminado,34,0,32,34,32,34,0,0,0,0,0,0,0,32,0,0,0,0,0,0,32,0,0,0,0,32,0,0,0,0,32,0,0,32,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,7,8,1,549,249,300,33,105,376,35,8,16,156,0,149,156,149,156,0,0,0,0,0,0,90,59,0,0,0,0,147,2,0,0,0,0,0,149,0,0,0,0,149,0,0,149,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,7,15,1,73,27,46,7,14,45,7,Indeterminado,Indeterminado,22,0,22,22,22,22,0,0,0,0,0,0,2,20,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,22,0,0,22,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,8,83,1,128,56,72,17,Indeterminado,94,Indeterminado,4,12,36,0,35,36,35,36,0,0,0,0,0,0,0,35,0,0,0,0,0,0,35,0,0,0,0,16,0,19,0,0,16,19,0,35,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,2,5,1,118,58,60,9,18,80,11,Indeterminado,13,32,0,31,32,31,32,0,0,0,0,0,0,8,21,2,0,0,0,30,1,0,0,0,0,0,30,0,1,0,0,30,1,0,31,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,7,22,1,103,49,54,5,22,65,11,5,4,31,0,29,31,29,31,0,0,0,0,0,0,0,29,0,0,0,0,2,0,27,0,0,0,0,29,0,0,0,0,29,0,0,29,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,2,6,1,81,38,43,Indeterminado,11,60,Indeterminado,Indeterminado,10,31,0,29,31,29,31,0,0,0,0,0,0,18,9,2,0,0,0,26,0,3,0,0,0,0,29,0,0,0,0,29,0,0,29,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,2,9,1,97,43,54,8,13,70,6,0,6,29,0,28,29,28,29,0,0,0,0,0,0,24,3,0,0,0,1,24,0,4,0,0,0,0,27,0,1,0,0,26,1,1,28,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,2,10,1,121,57,64,6,14,90,11,4,Indeterminado,37,0,36,37,36,37,0,0,0,0,0,0,27,9,0,0,0,0,34,1,1,0,0,0,0,36,0,0,0,0,36,0,0,36,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,2,13,1,291,141,150,14,38,203,36,5,27,89,0,85,89,86,89,0,0,0,0,0,0,31,52,1,1,0,0,83,1,1,0,0,0,0,83,0,2,0,0,82,3,0,84,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,7,9,1,594,285,309,63,61,433,37,48,27,294,0,245,294,248,12,282,0,0,0,0,0,237,4,0,0,0,0,79,148,13,0,0,0,0,240,0,0,0,0,237,0,0,241,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,2,11,1,394,185,209,32,46,296,20,4,18,116,0,114,116,114,116,0,0,0,0,0,0,59,54,1,0,0,0,114,0,0,0,0,0,0,110,0,3,0,0,110,3,0,114,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,7,20,1,44,18,26,4,8,25,7,0,Indeterminado,15,0,15,15,15,15,0,0,0,0,0,0,14,0,1,0,0,0,15,0,0,0,0,0,0,15,0,0,0,0,15,0,0,15,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,7,19,1,37,16,21,Indeterminado,Indeterminado,26,7,0,Indeterminado,12,0,12,12,12,12,0,0,0,0,0,0,10,0,2,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,12,0,0,12,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,2,14,1,83,41,42,Indeterminado,17,57,Indeterminado,6,10,29,0,28,29,28,29,0,0,0,0,0,0,4,24,0,0,0,0,28,0,0,0,0,0,0,28,0,0,0,0,28,0,0,28,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,1,11,1,88,40,48,8,13,54,13,0,13,27,0,25,27,25,27,0,0,0,0,0,0,7,18,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,25,0,0,25,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,2,15,1,61,26,35,5,8,42,6,Indeterminado,6,17,0,17,17,17,17,0,0,0,0,0,0,7,10,0,0,0,0,17,0,0,0,0,0,0,17,0,0,0,0,17,0,0,17,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,1,6,1,67,31,36,11,Indeterminado,45,Indeterminado,0,Indeterminado,21,0,20,21,21,21,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,20,0,0,20,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,2,16,1,51,20,31,Indeterminado,8,35,Indeterminado,0,0,15,0,15,15,15,15,0,0,0,0,0,0,6,9,0,0,0,0,14,0,1,0,0,0,0,14,0,1,0,0,14,1,0,15,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,2,19,1,21,10,11,Indeterminado,Indeterminado,12,6,0,0,6,0,5,6,5,6,0,0,0,0,0,0,0,1,4,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,1,23,1,86,36,50,5,14,61,6,0,Indeterminado,25,0,23,25,23,25,0,0,0,0,0,0,17,6,0,0,0,0,23,0,0,0,0,0,0,23,0,0,0,0,23,0,0,23,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,1,32,1,434,213,221,27,47,335,25,16,37,254,0,193,254,199,15,239,0,0,0,0,0,179,12,0,0,0,0,128,44,19,0,0,0,0,191,0,0,0,0,191,0,0,192,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,1,29,1,91,42,49,14,Indeterminado,64,Indeterminado,5,Indeterminado,26,0,25,26,25,26,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,25,0,0,25,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,1,31,1,29,15,14,Indeterminado,Indeterminado,21,0,0,0,8,0,8,8,11,8,0,0,0,0,0,0,1,7,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,8,0,0,8,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,1,30,1,70,37,33,14,Indeterminado,44,Indeterminado,Indeterminado,4,21,0,20,21,20,21,0,0,0,0,0,0,2,18,0,0,0,0,19,0,1,0,0,0,0,20,0,0,0,0,20,0,0,20,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,6,57,1,25,11,14,4,Indeterminado,16,Indeterminado,Indeterminado,5,8,0,7,8,8,8,0,0,0,0,0,0,1,6,0,0,0,0,1,0,6,0,0,0,0,7,0,0,0,0,7,0,0,7,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,7,25,1,79,43,36,Indeterminado,12,54,Indeterminado,Indeterminado,14,25,0,23,25,23,25,0,0,0,0,0,0,1,22,0,0,0,0,21,1,1,0,0,0,0,23,0,0,0,0,23,0,0,23,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,7,28,1,82,41,41,Indeterminado,16,49,Indeterminado,Indeterminado,Indeterminado,25,0,23,25,23,25,0,0,0,0,0,0,2,21,0,0,0,0,22,1,0,0,0,0,0,20,0,3,0,0,20,3,0,23,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,7,27,1,148,70,78,22,15,105,6,0,6,51,0,46,51,47,51,0,0,0,0,0,0,3,41,2,0,0,0,45,0,1,0,0,0,0,45,0,1,0,0,45,1,0,46,0,0,0,,
REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA,21,7,33,1,86,41,45,13,10,57,6,Indeterminado,6,34,0,32,34,32,34,0,0,0,0,0,0,13,19,0,0,0,0,32,0,0,0,0,0,0,30,0,2,0,0,30,2,0,32,0,0,0,,
